URL: Starting a new crawl run.
URL: URL: https://stackoverflow.com/questions/61847663/matplotlib-backends-backend-tkagg-is-throwing-an-attribute-error-for-blit | Time: 2025-09-29T19:12:18.558005 | Size: 184965 bytes | Depth: 0 | Status: 200 | Sampled: True
URL: URL: https://api.stackexchange.com/docs/throttle | Time: 2025-09-29T19:13:03.471350 | Size: 17162 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://api.stackexchange.com/cdn-cgi/l/email-protection | Time: 2025-09-29T19:13:03.555055 | Size: 4689 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://prollm.ai | Time: 2025-09-29T19:13:04.310806 | Size: 64119 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: http://prollm.ai | Time: 2025-09-29T19:13:04.534231 | Size: 64119 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=physics-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:09.857523 | Size: 37328 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: http://stackapps.com/apps/oauth/register | Time: 2025-09-29T19:13:10.796318 | Size: 52594 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: http://stackapps.com/questions/7/how-to-list-your-application-library-wrapper-script-here | Time: 2025-09-29T19:13:10.995996 | Size: 153805 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: http://stackapps.com/apps/oauth | Time: 2025-09-29T19:13:11.024404 | Size: 52594 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://policies.stackoverflow.co/services/stackoverflow-ai-terms-of-use | Time: 2025-09-29T19:13:11.288098 | Size: 70041 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: http://stackapps.com | Time: 2025-09-29T19:13:11.298242 | Size: 103797 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=physics-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:11.968831 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=physics-community&utm_campaign=side-bar&utm_content=explore-teams-compact | Time: 2025-09-29T19:13:12.210331 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog/2014/02/stack-exchange-api-v2-2-and-the-demise-of-v1-x | Time: 2025-09-29T19:13:12.569527 | Size: 72199 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog/2012/09/stack-exchange-api-v2-1 | Time: 2025-09-29T19:13:12.761322 | Size: 68656 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com | Time: 2025-09-29T19:13:13.133558 | Size: 27468 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=nu9bismwdlzrfcknhkalzmejxchpeklpqwopexovog_pjvb237cxfcj-zp2klcqinaoaexwpk7_2bn421fhr0zd789vvt9o5xnbonu9ctuctdkli0x2nm-bvx19gp1zcccaoq2gjmcqxmheoszljscnc5lhqcyxvrpfnosfxskdwykjjsvfaliuyfzufgqo6ki3ffeohj3howp-ioxmpnp0du9zdshw4ejgaxgrzhnvkvnuyxqsz3lcytqyqts__87ztfw | Time: 2025-09-29T19:13:13.335687 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=nu9bismwdlzrfcknmkalzmejxchpesnshgzsnyrecn7ss6dsvmg_sr9zj20lmqlnggbup8mclje_pnr6-p0v2r39e31z_tw1ga-dd1nmv7w2mzvcmeup5y7ls_kbzloyaieee6chdarmihizclqixelkyculriwdvrowyly0ughvihvtokluqbyrcqxoypksbvnw1ugg6cphnprdymtrcwntbcs-82fspg4edocpyj5jvrfvnsbxygzjm0ubeutzy_-yppc_ | Time: 2025-09-29T19:13:13.520219 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free?islogin=true | Time: 2025-09-29T19:13:13.610923 | Size: 34249 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=zdpbsuwwfadqhbt-xauykeaksdq0qagl30pcuhehqeidsauwdoymaz7kfcnbjigfpv9jktzjrtpsljuce1o4_f86bn_a4-x9y9pmfubb1gntbrpque-emmdk4_jqdd4btg60uxyzz0wf8qg-dw6m0uz-3mil4tidzacnsgdmiffmb0qgppiahydw1vxn8pcibf5ydi-dauzar-dbauct4tqggz2qu241jxupkgfwlueum1dl7lsidnlwxvjnnraguil6x4lyfugjufg8epamshs7l3orzaxeukvxrc5li0t-o1yvqzkoyquk2osarxmvvjuujfuvlprk5u6zsirlfq06vjko2itrvrim4ccckuzjvgfgaiktzn4ylf7zloa_rguoupy0qwg5locuh9afgf5sna5fb4xrfre7yxc2pj7xam7uyhflljoovvn6ns3yclttumk3ffr9rtdd15swpbmfzkdgn2ixbbbamnmpcr0sd5-mtpnjrvrvfa1aaowmc5ycrdvtywubn71omcbjv_ff2g7h-qs | Time: 2025-09-29T19:13:13.712311 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=codegolf-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:13.734243 | Size: 37329 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams | Time: 2025-09-29T19:13:13.786155 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=zdnbi9qwfadgg7fe_aepyeacqsrp06blrgc9iqcvexdcrwqn1clygzomrii_xmui-kp01_is1klg20lky_ves-h12_f59go4zn8e3zcbx-sowmbd7pyjtfxt-0axbm73lyehg3lzm7zk_n702pxwveta21u4zme3wkczgi5kiferhbrbood1bj6puzt_vgiscnvxw-hacrb7ei8a1kquwkauk_lk7xapulevamevsijpe-llv6auik5cuuejsw61bi6vtluzlv6ukkqnzzsvpn-z361spaoqgiolvshsxt-96lrvudvb1qjvdqqrqg5uvszvdvqmkfp4z6qemze9mlszqjqgdfwbhknywkkksfktmrqzy7kudztc4htacz8fv4rlw36mfirgncdob4mv2gecdkfnr6w1t7up7dx2rl-y38p7hgn9w6hh2nbnhlc6x-jc2-muuiggej41tl6byn93e5jhyq2ubczkz2czbxquttky2fjc_bykvyjg1_r83p3_vkhf2z6u57i5stlj61dyl7whjlhs6_jnne7l-gc | Time: 2025-09-29T19:13:13.930137 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=puzzling-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:13.977420 | Size: 37330 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=zdnpb9mwfadww275fe9blezhslytj0617ganxihldpmyokr1ukqu7wixdse-czcixidinwbbcbu7nch_xvx7z5zefvwcj7-6q-z3wxsz_lo8qwnpv_zf3uzedabtg20ugjdocon14r61l_fni2pfmvxxvf-qvg-oxrndemrwdhfhldaf1o1wgq4y2pbaoargjrhl9qqeaooj2pecxvvdm35dgk0jm_5zb4ar0dtorqy-k05tknezoew-5rhiqeua3uwccuzqixnxxc4prpiq2ruwbcprnysrqyiomsmef8kuuzbitdp3tyyvckr0qsh5azhin9wqylugvxlvuxsq4dxjlxezkrgqgpjeydxtq6rsnteqyywdqr0szsvrav6gi8vozorage1wkqwbg9ib2wxw2nxbmsvjtxurawnobwj9gegbrdmp-4nxreji79khg1kpe7u2anokchcdlt5s_cwoeytdkl2xuyh996z3yz-ydqwldwtxyk_olg2xwbdqkxedeg-fjmz5yan6__m6tdukzetyrakz6bu3nm96m2kmk-_tv3a8tve_ | Time: 2025-09-29T19:13:14.140867 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=philosophy-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:14.246366 | Size: 37334 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=ny5ncsiweix3c4rzkipajkntjouubbhcungviswfipuabsso5ajewi0ihshdeburqw9m8t7mpzjbc5ucfpf7ox8_t8w6o15rsu-ywqnro938bcc2atvz093e_mjcgwy9dl7cjhlmulzt0ebgaqjpy4y58y6hpctkpmb_amaqmpxr3t9xrqxcwlkagbenhj8xihcceiwajhytvsnqambc-likq0ccl3iafuuhiaryhhpneahk_osykfigg1bpxz_rnvoa | Time: 2025-09-29T19:13:14.311748 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=ny7bdsfaeibv8xrzx2z2t9vuhjijxmwfm4gultapivrc8abewewe1_ae3kz16585_n_k_5o5pbf72fh-6lvf-2lzsu9wh08sivu0q9lgmu_j7u6s4kn1uvjqjxiouv2bsoj5os0ztncxxnpoz0dkjryxz7hb5flr8gz7y55awgvfvx-ukms5hkucgsrfeitjitckvi2odpysgcfiojbkb6yo29baofwinrvtikjypcsnvqrw_-sykrvgwsg6z5x1t30b | Time: 2025-09-29T19:13:14.541139 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=fvltatswfix91fncbaoplyfsufs314swol2grutmtsrxal3udgbhcsm1deqfph9sxl5ib7i9za4_ghpwzlv21du5517j5-fxtfmrhhk_b3vqhp7-ftelrrpx7nyvldm_w7gznnklgomixcljulyxnwqfqntvjdpv9qigvcq5u3qlyjztykeecrzusptrk_e0u-z9d-26gju0fogrgsjejiotoedyjjjfjj661wuvv49iepmxqkyzk51irqtksadm6ebr9t7hkrc0ikwq1pzfk8v9s4m_r3o6ufosfbjirudigdxtmhgslsmjldcyygw5coz_8sdw4xpqgwzw4q_oa1w2ywrkgopom1js8yzw5aluwghvppcgmproe8eazc78y68lo_ylvgrcajkdfic0gpd5fxbpee_iyedf_qpjnotg1gtto7dcikygeowohia9c63ubqdp5dj_glu7oo199odripjkngwqyh9qtkjyvuxmornehu-mmvlgi7kaje1hwm1scbzrqcnscddm7hb1ulwtbxsoekth5qhewssrpzbcxmb5spiz5_8unuvmswbptnyyyaztvfiltju6j22bdog14lfbbdrm2i7ufky9zpo4villofitaz202ttfvw | Time: 2025-09-29T19:13:14.691048 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=lu9ldojadn1zctjvc4obnuyn7pqkfsaeucgqmeiygq3hjg4wxkt4e2_jodrpx5u8t3p_1mmzwwwvxmtb_pmwqfksj_xap1vbnejn3pkq7wzveuhodquxdfps1c0jytnzgagwtebtal0vubf6cibsdxmgsfla3nkat5zbpykfgrwnsqlsjyri0qtlqim88nf4a9-amvuoy0yltuldhdfjmsagfulikz2jgrarsjaod1t__2cyymiv | Time: 2025-09-29T19:13:14.911363 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://ato.pxeger.com/run?1=fzc_tsmwembfmqc4etqlreooa2mmqknviypiyabfdcz_rtpog9ukeujjwdqa4jxgaxbikjexwlo7f7_vpvv1m61ymzzmhi_vrhfe1ffzedg0gbmksvevghd8gjldxuuoen10ezsylens7oxodmtlizrs-iwsneaaz3ops_wwdtwfehha29gkcaxvcz1wgct24lwpcwvxz6d3bvks6wa1b4zuulvisoz9tclespwzpxhf5ylzyw_dzxnbjndtuxxab6pftbmxtpxd5uisjmjbxuck9y78r-71yvhgzost2wfriyaxkzf1mkrx5z7uifckymmxlklfwfg-3au-ro3zblypg2hmxcdam8dgu3qg7gc | Time: 2025-09-29T19:13:15.120905 | Size: 13184 bytes | Depth: 2 | Status: 200 | Sampled: True
